timestamp,open,high,low,close,volume
2016-01-04 05:00:00+00:00,32.29,32.58,32.04,32.37,9777779.0
2016-01-05 05:00:00+00:00,32.98,33.44,32.5,32.89,13406139.0
2016-01-06 05:00:00+00:00,32.35,32.5,31.16,31.53,11606505.0
2016-01-07 05:00:00+00:00,30.74,30.953,29.88,30.28,16989171.0
2016-01-08 05:00:00+00:00,30.67,30.7,29.565,29.63,10461559.0
2016-01-11 05:00:00+00:00,29.66,29.89,29.15,29.68,10573217.0
2016-01-12 05:00:00+00:00,30.21,30.62,29.97,30.18,12726446.0
2016-01-13 05:00:00+00:00,30.41,30.61,29.23,29.26,13470243.0
2016-01-14 05:00:00+00:00,28.66,29.0,27.82,28.67,15600855.0
2016-01-15 05:00:00+00:00,27.52,27.85,26.64,27.11,22317440.0
2016-01-19 05:00:00+00:00,27.67,28.45,27.215,27.33,12143934.0
2016-01-20 05:00:00+00:00,26.81,27.83,26.45,27.48,12625592.0
2016-01-21 05:00:00+00:00,27.78,28.23,27.21,27.8,12304421.0
2016-01-22 05:00:00+00:00,28.33,28.64,28.27,28.45,6723067.0
2016-01-25 05:00:00+00:00,28.44,28.765,28.355,28.42,7018769.0
2016-01-26 05:00:00+00:00,28.48,28.82,28.185,28.7,6319276.0
2016-01-27 05:00:00+00:00,28.66,28.745,27.815,28.36,6071214.0
2016-01-28 05:00:00+00:00,28.59,28.69,27.5,28.05,7149845.0
2016-01-29 05:00:00+00:00,28.29,29.345,28.18,29.29,8813584.0
2016-02-01 05:00:00+00:00,29.26,29.45,29.01,29.3,7610589.0
2016-02-02 05:00:00+00:00,29.0,29.15,27.86,28.06,8817506.0
2016-02-03 05:00:00+00:00,28.28,28.45,27.55,28.2,8582110.0
2016-02-04 05:00:00+00:00,28.24,28.85,27.93,28.21,9019794.0
2016-02-05 05:00:00+00:00,28.02,28.33,26.35,26.43,16203512.0
2016-02-08 05:00:00+00:00,26.03,26.16,24.85,25.22,15792032.0
2016-02-09 05:00:00+00:00,24.92,26.55,24.8,25.49,10998113.0
2016-02-10 05:00:00+00:00,25.65,26.39,25.29,25.43,8631906.0
2016-02-11 05:00:00+00:00,24.78,25.56,24.78,25.3,9123837.0
2016-02-12 05:00:00+00:00,25.7,25.78,24.75,25.73,9115551.0
2016-02-16 05:00:00+00:00,26.1,27.03,26.02,26.99,12484099.0
2016-02-17 05:00:00+00:00,27.33,27.92,27.22,27.66,20596326.0
2016-02-18 05:00:00+00:00,29.93,30.975,29.9,30.04,29349418.0
2016-02-19 05:00:00+00:00,29.88,30.71,29.65,30.44,13842634.0
2016-02-22 05:00:00+00:00,30.88,31.87,30.82,31.52,9976544.0
2016-02-23 05:00:00+00:00,31.26,31.9,31.12,31.6,9703181.0
