timestamp,open,high,low,close,volume
2016-01-04 05:00:00+00:00,53.55,54.34,53.37,54.34,8534882.0
2016-01-05 05:00:00+00:00,54.27,54.47,53.55,53.77,6430194.0
2016-01-06 05:00:00+00:00,52.92,53.89,52.72,53.42,9005186.0
2016-01-07 05:00:00+00:00,52.39,52.945,51.37,51.7,11274032.0
2016-01-08 05:00:00+00:00,51.52,51.98,50.24,50.36,10275151.0
2016-01-11 05:00:00+00:00,50.83,51.5,50.48,51.21,7309038.0
2016-01-12 05:00:00+00:00,51.73,51.84,50.825,51.53,5546463.0
2016-01-13 05:00:00+00:00,51.52,51.81,49.8,49.82,7298130.0
2016-01-14 05:00:00+00:00,49.98,50.67,49.5342,50.03,11024623.0
2016-01-15 05:00:00+00:00,47.89,48.69,46.73,48.03,18228294.0
2016-01-19 05:00:00+00:00,48.83,48.93,47.8075,48.22,10275892.0
2016-01-20 05:00:00+00:00,47.91,49.28,47.395,49.01,13859149.0
2016-01-21 05:00:00+00:00,49.66,50.855,49.0099,49.83,10474029.0
2016-01-22 05:00:00+00:00,50.84,51.23,50.14,50.3,6883893.0
2016-01-25 05:00:00+00:00,50.35,51.005,50.0,50.08,8212985.0
2016-01-26 05:00:00+00:00,50.38,51.06,50.03,50.7,7992642.0
2016-01-27 05:00:00+00:00,50.41,51.565,49.97,50.67,10168138.0
2016-01-28 05:00:00+00:00,50.68,52.0,50.39,51.13,10401422.0
2016-01-29 05:00:00+00:00,51.32,52.94,50.99,52.93,11964033.0
2016-02-01 05:00:00+00:00,52.3,53.27,52.3,52.83,6710879.0
2016-02-02 05:00:00+00:00,52.12,52.5,50.64,50.64,9637957.0
2016-02-03 05:00:00+00:00,50.15,50.71,49.1,50.25,12135801.0
2016-02-04 05:00:00+00:00,50.46,51.62,50.01,51.26,10399105.0
2016-02-05 05:00:00+00:00,51.2,51.41,49.505,49.88,8368737.0
2016-02-08 05:00:00+00:00,49.26,51.23,49.1,50.9,16180795.0
2016-02-09 05:00:00+00:00,50.53,51.63,50.09,50.68,7593810.0
2016-02-10 05:00:00+00:00,51.33,51.698,50.59,50.75,7716592.0
2016-02-11 05:00:00+00:00,49.85,50.775,49.74,50.38,6446431.0
2016-02-12 05:00:00+00:00,51.06,51.4,49.99,51.14,8607384.0
2016-02-16 05:00:00+00:00,51.14,52.77,51.14,52.54,7190726.0
2016-02-17 05:00:00+00:00,52.96,53.72,52.73,53.69,7055482.0
2016-02-18 05:00:00+00:00,53.64,53.82,53.0,53.06,6287095.0
2016-02-19 05:00:00+00:00,52.83,52.94,52.41,52.76,8179729.0
2016-02-22 05:00:00+00:00,53.29,53.58,53.05,53.3,4531764.0
2016-02-23 05:00:00+00:00,53.03,53.365,52.12,52.24,4234501.0
2016-02-24 05:00:00+00:00,51.83,52.58,51.31,52.46,5582602.0
2016-02-25 05:00:00+00:00,52.81,53.11,51.86,53.11,4404272.0
2016-02-26 05:00:00+00:00,53.49,53.5,53.11,53.3,3797709.0
2016-02-29 05:00:00+00:00,53.4,53.825,52.97,53.02,5227886.0
2016-03-01 05:00:00+00:00,53.47,54.22,53.0,54.22,5833995.0
2016-03-02 05:00:00+00:00,54.34,54.634,53.98,54.42,4423936.0
2016-03-03 05:00:00+00:00,54.59,54.93,54.07,54.87,4239740.0
2016-03-04 05:00:00+00:00,55.0,55.27,54.4,54.89,4629457.0
2016-03-07 05:00:00+00:00,54.54,55.54,54.49,55.49,4217475.0
2016-03-08 05:00:00+00:00,54.99,55.15,54.42,54.53,4805962.0
2016-03-09 05:00:00+00:00,54.7,55.14,54.54,54.75,3927460.0
2016-03-10 05:00:00+00:00,55.45,55.64,54.615,55.49,5242398.0
2016-03-11 05:00:00+00:00,55.93,56.21,55.75,56.06,5520518.0
2016-03-14 04:00:00+00:00,55.8,56.0,55.26,55.61,3724870.0
2016-03-15 04:00:00+00:00,55.42,55.74,55.07,55.73,3933169.0
2016-03-16 04:00:00+00:00,55.7,56.28,55.35,56.14,3762523.0
2016-03-17 04:00:00+00:00,55.93,56.81,55.918,56.6,4921105.0
2016-03-18 04:00:00+00:00,56.79,57.25,56.52,57.09,10445172.0
2016-03-21 04:00:00+00:00,56.9,57.06,56.38,57.02,3611098.0
2016-03-22 04:00:00+00:00,56.74,57.2,56.52,56.9,3880928.0
2016-03-23 04:00:00+00:00,56.97,56.9901,56.55,56.6,3527331.0
2016-03-24 04:00:00+00:00,56.49,56.73,56.19,56.7,2695333.0
2016-03-28 04:00:00+00:00,57.05,57.15,56.34,56.52,2470349.0
2016-03-29 04:00:00+00:00,56.46,57.51,56.08,57.41,4312314.0
2016-03-30 04:00:00+00:00,57.73,58.78,57.58,58.37,5310606.0
2016-03-31 04:00:00+00:00,58.12,58.21,57.37,57.42,5958082.0
2016-04-01 04:00:00+00:00,57.49,58.0,57.13,57.94,5256195.0
2016-04-04 04:00:00+00:00,57.79,58.0,57.56,57.72,3659788.0
2016-04-05 04:00:00+00:00,57.55,58.28,57.38,57.71,4806673.0
2016-04-06 04:00:00+00:00,57.59,58.37,57.25,58.36,3936790.0
2016-04-07 04:00:00+00:00,57.84,58.08,56.98,57.15,4502613.0
2016-04-08 04:00:00+00:00,57.57,58.08,57.57,57.89,3497290.0
2016-04-11 04:00:00+00:00,57.9,58.635,57.79,57.82,3886410.0
2016-04-12 04:00:00+00:00,57.82,58.67,57.43,58.44,4670188.0
2016-04-13 04:00:00+00:00,58.72,59.26,58.42,59.17,5306152.0
2016-04-14 04:00:00+00:00,58.77,59.27,58.13,59.22,5181368.0
2016-04-15 04:00:00+00:00,59.47,59.47,58.76,58.93,5687825.0
2016-04-18 04:00:00+00:00,58.64,59.07,58.62,58.95,5385740.0
2016-04-19 04:00:00+00:00,58.87,59.31,57.77,58.42,6564411.0
2016-04-20 04:00:00+00:00,58.59,59.47,58.11,59.05,4965013.0
2016-04-21 04:00:00+00:00,58.89,59.13,58.55,58.86,3546097.0
2016-04-22 04:00:00+00:00,58.81,59.6,58.44,58.68,5857557.0
2016-04-25 04:00:00+00:00,58.71,59.13,58.62,59.02,5369374.0
2016-04-26 04:00:00+00:00,59.15,59.93,59.07,59.4,4287720.0
2016-04-27 04:00:00+00:00,59.03,60.0,58.755,59.92,7452430.0
2016-04-28 04:00:00+00:00,60.0,60.6,58.4928,58.69,10074988.0
2016-04-29 04:00:00+00:00,57.71,58.2,56.83,57.04,11782472.0
2016-05-02 04:00:00+00:00,57.3,57.96,56.95,57.85,7009704.0
2016-05-03 04:00:00+00:00,57.22,57.59,57.0,57.2,5986024.0
2016-05-04 04:00:00+00:00,56.95,57.1972,56.33,56.43,5595904.0
2016-05-05 04:00:00+00:00,56.53,57.09,56.34,56.64,4441277.0
2016-05-06 04:00:00+00:00,56.24,57.3,56.19,57.2,8399787.0
2016-05-09 04:00:00+00:00,57.17,57.53,56.88,56.91,4060985.0
2016-05-10 04:00:00+00:00,57.12,57.66,56.79,57.63,4877102.0
2016-05-11 04:00:00+00:00,57.62,58.17,57.45,57.63,4995415.0
2016-05-12 04:00:00+00:00,57.79,58.0,56.58,57.16,6094348.0
2016-05-13 04:00:00+00:00,57.08,57.6,56.98,57.12,4376941.0
2016-05-16 04:00:00+00:00,57.46,58.51,57.27,58.02,4622166.0
2016-05-17 04:00:00+00:00,57.74,58.15,57.17,57.43,5177274.0
2016-05-18 04:00:00+00:00,57.23,58.505,57.18,58.01,4921014.0
2016-05-19 04:00:00+00:00,57.54,57.88,56.79,57.23,4719898.0
2016-05-20 04:00:00+00:00,57.49,58.83,57.47,58.53,7236339.0
2016-05-23 04:00:00+00:00,58.81,59.28,58.6,58.73,3956549.0
2016-05-24 04:00:00+00:00,58.99,60.18,58.98,60.09,4927429.0
2016-05-25 04:00:00+00:00,60.15,60.51,59.965,60.44,6001004.0
2016-05-26 04:00:00+00:00,60.35,60.82,60.15,60.77,3575971.0
2016-05-27 04:00:00+00:00,60.85,61.08,60.65,61.02,4164466.0
2016-05-31 04:00:00+00:00,61.02,61.21,60.29,60.6,7221885.0
2016-06-01 04:00:00+00:00,60.51,61.235,60.21,61.07,4316338.0
2016-06-02 04:00:00+00:00,60.84,60.9262,60.43,60.76,3912235.0
2016-06-03 04:00:00+00:00,61.17,61.17,60.145,60.53,3074170.0
2016-06-06 04:00:00+00:00,60.68,61.47,60.55,61.29,8528228.0
2016-06-07 04:00:00+00:00,61.5,61.765,61.4,61.56,5362040.0
2016-06-08 04:00:00+00:00,61.6,62.29,61.59,62.08,5017210.0
2016-06-09 04:00:00+00:00,62.29,62.29,61.51,62.14,5471883.0
2016-06-10 04:00:00+00:00,61.41,62.18,61.32,61.91,7940024.0
2016-06-13 04:00:00+00:00,61.8,62.31,61.41,61.53,7550823.0
2016-06-14 04:00:00+00:00,61.53,62.105,61.205,61.9,5458541.0
2016-06-15 04:00:00+00:00,62.27,62.28,61.42,61.69,5476544.0
2016-06-16 04:00:00+00:00,61.39,62.13,61.09,62.06,3852116.0
